Datacycle,press,temp2,cond2,alt,oxygen,fluor,atten,trans,jday,lat,lon,PAR,UPAR,oxV,oxdVdt,oxysat,salin2,potemp2
41.0,81.0,13.3723,42.1932,0.0,219.1068,-0.0021,0.083,12.5524,213.4286,48.6958,-16.5564,0.0,0.0,3.2878,-0.001,5.8527,35.7873,13.3609
42.0,83.0,13.3419,42.159,0.0,219.2239,-0.0021,0.0829,12.6025,213.4287,48.6957,-16.5564,0.0,0.0,3.2844,-0.0001,5.8569,35.7824,13.3302
43.0,85.0,13.2932,42.1046,0.0,220.1164,-0.0021,0.0825,12.7224,213.4288,48.6957,-16.5564,0.0,0.0,3.2888,0.0012,5.863,35.7756,13.2812
44.0,87.0,13.2598,42.0655,0.0,220.7162,-0.0021,0.0829,12.5852,213.4288,48.6957,-16.5564,0.0,0.0,3.2946,0.0006,5.8679,35.7693,13.2476
45.0,89.0,13.2307,42.0315,0.0,221.3699,-0.0021,0.0831,12.5167,213.4289,48.6957,-16.5564,0.0,0.0,3.3005,0.0009,5.8704,35.7636,13.2183
46.0,91.0,13.2069,42.0053,0.0,221.6859,-0.0021,0.083,12.5755,213.429,48.6957,-16.5563,0.0,0.0,3.304,0.0001,5.8729,35.76,13.1942
47.0,93.0,13.1916,41.9888,0.0,221.6508,-0.0021,0.0829,12.5898,213.4291,48.6957,-16.5563,0.0,0.0,3.3021,0.0,5.8751,35.7578,13.1786
48.0,95.0,13.1713,41.9658,0.0,221.9324,-0.0021,0.0834,12.4242,213.4292,48.6956,-16.5563,0.0,0.0,3.3036,0.0001,5.8775,35.7544,13.1581
49.0,97.0,13.1631,41.9591,0.0,221.8975,-0.0021,0.0837,12.344,213.4293,48.6956,-16.5563,0.0,0.0,3.3031,-0.0001,5.878,35.7548,13.1496
50.0,99.0,13.1551,41.9515,0.0,221.8218,-0.0021,0.0837,12.3883,213.4293,48.6956,-16.5563,0.0,0.0,3.3009,-0.0003,5.8794,35.754,13.1412
51.0,101.0,13.1375,41.9321,0.0,221.963,-0.0021,0.0841,12.2227,213.4294,48.6956,-16.5563,0.0,0.0,3.3005,-0.0001,5.8818,35.7513,13.1235
52.0,103.0,13.1244,41.9188,0.0,221.9432,-0.0021,0.0839,12.2599,213.4295,48.6956,-16.5563,0.0,0.0,3.2993,0.0,5.8831,35.75,13.11
53.0,105.0,13.1119,41.9047,0.0,222.1599,-0.0021,0.0839,12.2732,213.4296,48.6955,-16.5563,0.0,0.0,3.2999,0.0,5.8857,35.7476,13.0973
54.0,107.0,13.0952,41.8861,0.0,222.1705,-0.0021,0.0845,12.0767,213.4297,48.6955,-16.5563,0.0,0.0,3.2991,-0.0002,5.8874,35.7448,13.0804
55.0,109.0,13.0734,41.8615,0.0,222.5702,-0.0021,0.0853,11.8698,213.4299,48.6955,-16.5563,0.0,0.0,3.3017,0.0001,5.8895,35.741,13.0583
56.0,111.0,13.0458,41.8308,0.0,222.7119,-0.0021,0.0861,11.6112,213.4301,48.6954,-16.5563,0.0,0.0,3.3011,-0.0002,5.8943,35.7367,13.0305
57.0,113.0,13.0255,41.8096,0.0,222.7553,-0.0021,0.0864,11.5197,213.4302,48.6954,-16.5563,0.0,0.0,3.2997,-0.0001,5.8961,35.7349,13.0098
58.0,115.0,13.0139,41.7976,0.0,223.2173,-0.0021,0.0852,11.8973,213.4302,48.6954,-16.5563,0.0,0.0,3.3012,0.0011,5.8973,35.7335,12.998
59.0,117.0,13.0009,41.784,0.0,222.885,-0.0021,0.0869,11.3886,213.4303,48.6954,-16.5563,0.0,0.0,3.2997,-0.0008,5.9011,35.732,12.9848
60.0,119.0,12.9488,41.725,0.0,222.8044,-0.0021,0.0872,11.2909,213.4304,48.6954,-16.5563,0.0,0.0,3.294,-0.0002,5.9064,35.7236,12.9323
61.0,121.0,12.9247,41.6978,0.0,223.2531,-0.0021,0.0882,11.0312,213.4305,48.6954,-16.5563,0.0,0.0,3.2955,0.0007,5.9088,35.7195,12.9081
62.0,123.0,12.9186,41.6928,0.0,223.4601,-0.0021,0.0884,10.981,213.4305,48.6954,-16.5563,0.0,0.0,3.2981,0.0003,5.9087,35.7194,12.9017
63.0,125.0,12.9237,41.7002,0.0,223.7441,-0.0021,0.0888,10.8784,213.4306,48.6954,-16.5563,0.0,0.0,3.301,0.0004,5.9084,35.7209,12.9065
64.0,127.0,12.9132,41.6896,0.0,223.5987,-0.0021,0.0892,10.7283,213.4307,48.6953,-16.5562,0.0,0.0,3.2996,-0.0007,5.9123,35.7198,12.8957
65.0,129.0,12.884,41.656,0.0,223.5476,-0.0021,0.0897,10.61,213.4307,48.6953,-16.5562,0.0,0.0,3.2968,-0.0006,5.9151,35.7145,12.8663
66.0,131.0,12.8617,41.6309,0.0,223.2705,-0.0021,0.0901,10.4996,213.4308,48.6953,-16.5562,0.0,0.0,3.2926,-0.0007,5.9169,35.7106,12.8437
67.0,133.0,12.8529,41.6214,0.0,223.0732,-0.0021,0.0894,10.7008,213.4309,48.6953,-16.5562,0.0,0.0,3.2881,-0.0006,5.9188,35.7088,12.8347
68.0,135.0,12.8432,41.6115,0.0,223.1568,-0.0021,0.0896,10.6295,213.4309,48.6953,-16.5562,0.0,0.0,3.2875,-0.0001,5.9192,35.7078,12.8247
69.0,137.0,12.8307,41.5985,0.0,223.1046,-0.0021,0.0905,10.3939,213.431,48.6953,-16.5562,0.0,0.0,3.2851,-0.0002,5.922,35.7061,12.8119
70.0,139.0,12.7981,41.5611,0.0,223.1116,-0.0021,0.0909,10.3249,213.4311,48.6953,-16.5562,0.0,0.0,3.283,-0.0006,5.9256,35.7002,12.779
71.0,141.0,12.7858,41.5475,0.0,223.485,-0.0021,0.0916,10.1303,213.4311,48.6953,-16.5562,0.0,0.0,3.2849,0.0002,5.9274,35.698,12.7665
72.0,143.0,12.7673,41.5269,0.0,223.3327,-0.0021,0.0923,9.9502,213.4312,48.6952,-16.5562,0.0,0.0,3.2826,-0.0004,5.9304,35.6947,12.7478
73.0,145.0,12.7319,41.4871,0.0,223.6856,-0.0021,0.092,10.0138,213.4313,48.6952,-16.5562,0.0,0.0,3.2829,0.0,5.9346,35.6888,12.7121
74.0,147.0,12.7117,41.4645,0.0,223.1555,-0.0021,0.0914,10.1807,213.4313,48.6952,-16.5562,0.0,0.0,3.2775,-0.0014,5.9383,35.6855,12.6917
75.0,149.0,12.6927,41.4448,0.0,222.9462,-0.0021,0.0928,9.8579,213.4314,48.6952,-16.5562,0.0,0.0,3.2738,-0.0009,5.938,35.6837,12.6725
76.0,151.0,12.6959,41.45,0.0,222.5196,-0.0021,0.0929,9.8195,213.4314,48.6952,-16.5562,0.0,0.0,3.2686,-0.0011,5.9382,35.6849,12.6753
77.0,153.0,12.6855,41.4394,0.0,222.0749,-0.0021,0.0937,9.6143,213.4315,48.6952,-16.5562,0.0,0.0,3.2618,-0.0011,5.9402,35.6837,12.6647
78.0,155.0,12.6714,41.4242,0.0,222.2317,-0.0021,0.0939,9.5542,213.4316,48.6952,-16.5562,0.0,0.0,3.2598,0.0001,5.9409,35.6814,12.6503
79.0,157.0,12.6716,41.4267,0.0,221.4239,-0.0021,0.0947,9.3743,213.4317,48.6951,-16.5562,0.0,0.0,3.2536,-0.0015,5.941,35.6826,12.6503
80.0,159.0,12.6696,41.4253,0.0,221.2386,-0.0021,0.0946,9.395,213.4317,48.6951,-16.5562,0.0,0.0,3.248,-0.0006,5.942,35.6826,12.648
81.0,161.0,12.6631,41.4189,0.0,221.0512,-0.0021,0.0941,9.5282,213.4318,48.6951,-16.5562,0.0,0.0,3.2446,-0.0006,5.9425,35.6816,12.6412
82.0,163.0,12.6502,41.4052,0.0,220.7494,-0.0021,0.0935,9.6918,213.4319,48.6951,-16.5562,0.0,0.0,3.2396,-0.0009,5.9453,35.6794,12.628
83.0,165.0,12.6473,41.4022,0.0,220.6091,-0.0021,0.0939,9.5722,213.4319,48.6951,-16.5562,0.0,0.0,3.2385,-0.0009,5.9447,35.6789,12.6249
84.0,167.0,12.6296,41.3833,0.0,219.9552,-0.0021,0.0942,9.4968,213.432,48.6951,-16.5562,0.0,0.0,3.2278,-0.0011,5.9498,35.6762,12.6069
85.0,169.0,12.6058,41.3547,0.0,220.3478,-0.0021,0.0926,9.8659,213.432,48.6951,-16.5562,0.0,0.0,3.2288,0.0004,5.9496,35.6706,12.5829
86.0,171.0,12.5574,41.2983,0.0,221.6857,-0.0021,0.095,9.3019,213.4321,48.6951,-16.5562,0.0,0.0,3.2364,0.0016,5.9598,35.6611,12.5342
87.0,173.0,12.4873,41.2164,0.0,224.0085,-0.0021,0.095,9.3175,213.4322,48.695,-16.5562,0.0,0.0,3.2547,0.0038,5.9664,35.6473,12.464
88.0,175.0,12.4679,41.1946,0.0,223.6927,-0.0021,0.0966,8.944,213.4323,48.695,-16.5562,0.0,0.0,3.2584,0.0002,5.9689,35.644,12.4443
89.0,177.0,12.4535,41.1794,0.0,223.3437,-0.0021,0.0968,8.881,213.4323,48.695,-16.5562,0.0,0.0,3.2556,-0.001,5.9698,35.642,12.4297
90.0,179.0,12.4488,41.1758,0.0,222.1708,-0.0021,0.0975,8.7421,213.4324,48.695,-16.5562,0.0,0.0,3.2434,-0.002,5.9714,35.6422,12.4247
91.0,181.0,12.4301,41.1556,0.0,222.2531,-0.0021,0.0959,9.103,213.4324,48.695,-16.5562,0.0,0.0,3.2385,-0.0003,5.9737,35.6395,12.4058
92.0,183.0,12.4146,41.1383,0.0,223.0432,-0.0021,0.0979,8.6371,213.4325,48.695,-16.5562,0.0,0.0,3.2436,0.0009,5.9756,35.6365,12.3901
93.0,185.0,12.4077,41.1319,0.0,223.0274,-0.0021,0.0982,8.5857,213.4325,48.695,-16.5562,0.0,0.0,3.2445,0.0001,5.975,35.636,12.3829
94.0,187.0,12.4104,41.1378,0.0,223.4114,-0.0021,0.0988,8.422,213.4326,48.695,-16.5562,0.0,0.0,3.2477,0.0003,5.9758,35.6382,12.3853
95.0,189.0,12.4011,41.1282,0.0,223.419,-0.0021,0.0981,8.6222,213.4327,48.695,-16.5562,0.0,0.0,3.247,0.0,5.977,35.6369,12.3757
96.0,191.0,12.3901,41.1167,0.0,223.2459,-0.0021,0.0986,8.4501,213.4327,48.6949,-16.5562,0.0,0.0,3.2445,-0.0007,5.9799,35.6353,12.3645
97.0,193.0,12.3615,41.0851,0.0,222.7867,-0.0021,0.099,8.3323,213.4328,48.6949,-16.5562,0.0,0.0,3.2391,-0.0015,5.9847,35.6311,12.3357
98.0,195.0,12.3319,41.0521,0.0,222.6455,-0.0021,0.0991,8.3854,213.4328,48.6949,-16.5562,0.0,0.0,3.2337,-0.0004,5.9859,35.6261,12.3057
99.0,197.0,12.323,41.0424,0.0,222.0345,-0.0021,0.0989,8.4582,213.4329,48.6949,-16.5562,0.0,0.0,3.2295,-0.0021,5.9876,35.6246,12.2967
100.0,199.0,12.3123,41.032,0.0,221.6388,-0.0021,0.0991,8.3164,213.4329,48.6949,-16.5562,0.0,0.0,3.2216,-0.0016,5.9901,35.6235,12.2857
101.0,201.0,12.2832,41.0008,0.0,219.7371,-0.0021,0.0995,8.3172,213.433,48.6949,-16.5562,0.0,0.0,3.2064,-0.0051,5.9948,35.6201,12.2564
102.0,203.0,12.2587,40.9753,0.0,217.1369,-0.0021,0.0999,8.2237,213.433,48.6949,-16.5562,0.0,0.0,3.1802,-0.0073,5.9951,35.6177,12.2316
103.0,205.0,12.2589,40.9776,0.0,215.2622,-0.0021,0.1008,8.0523,213.4331,48.6949,-16.5562,0.0,0.0,3.1551,-0.0061,5.995,35.619,12.2317
104.0,207.0,12.2577,40.9786,0.0,213.5304,-0.0021,0.0998,8.2415,213.4331,48.6949,-16.5562,0.0,0.0,3.1294,-0.0041,5.9958,35.6199,12.2301
105.0,209.0,12.255,40.9761,0.0,212.3496,-0.0021,0.0991,8.395,213.4332,48.6949,-16.5562,0.0,0.0,3.115,-0.0047,5.9996,35.6195,12.2271
106.0,211.0,12.228,40.9478,0.0,211.0294,-0.0021,0.0998,8.2479,213.4332,48.6949,-16.5562,0.0,0.0,3.0977,-0.0041,5.9992,35.6165,12.1999
107.0,213.0,12.2224,40.9419,0.0,210.7734,-0.0021,0.1008,8.0661,213.4332,48.6948,-16.5562,0.0,0.0,3.0891,-0.0021,5.9998,35.6155,12.1941
108.0,215.0,12.2206,40.9411,0.0,210.9497,-0.0021,0.1004,8.1226,213.4333,48.6948,-16.5562,0.0,0.0,3.0861,-0.0005,6.0005,35.6155,12.192
109.0,217.0,12.2148,40.9349,0.0,211.0895,-0.0021,0.101,7.9875,213.4333,48.6948,-16.5562,0.0,0.0,3.086,0.0,6.0011,35.6141,12.186
110.0,219.0,12.2081,40.9277,0.0,211.604,-0.0021,0.1018,7.8439,213.4334,48.6948,-16.5562,0.0,0.0,3.0873,0.0007,6.0059,35.6126,12.1791
111.0,221.0,12.1662,40.8788,0.0,213.0488,-0.0021,0.0997,8.2863,213.4334,48.6948,-16.5563,0.0,0.0,3.095,0.003,6.0107,35.6039,12.1369
112.0,223.0,12.1367,40.8475,0.0,213.78,-0.0021,0.1022,7.7815,213.4335,48.6948,-16.5562,0.0,0.0,3.1046,0.0021,6.0136,35.6008,12.1071
113.0,225.0,12.103,40.8083,0.0,214.9198,-0.0021,0.1019,7.8589,213.4335,48.6948,-16.5562,0.0,0.0,3.1137,0.0026,6.0184,35.5939,12.0733
114.0,227.0,12.077,40.7799,0.0,216.1991,-0.0021,0.1018,7.8844,213.4336,48.6948,-16.5562,0.0,0.0,3.1248,0.0034,6.0207,35.5899,12.047
115.0,229.0,12.0601,40.7626,0.0,216.9671,-0.0021,0.103,7.6202,213.4336,48.6948,-16.5562,0.0,0.0,3.1358,0.0019,6.0232,35.5883,12.0299
116.0,231.0,12.0419,40.7413,0.0,217.9637,-0.0021,0.1015,7.9065,213.4337,48.6948,-16.5562,0.0,0.0,3.1443,0.0023,6.0262,35.5839,12.0115
117.0,233.0,12.0129,40.7085,0.0,218.855,-0.0021,0.1019,7.841,213.4337,48.6948,-16.5563,0.0,0.0,3.1512,0.0025,6.0322,35.5786,11.9823
118.0,235.0,11.9801,40.6735,0.0,219.9059,-0.0021,0.1024,7.7471,213.4338,48.6947,-16.5562,0.0,0.0,3.1641,0.0014,6.0354,35.5749,11.9493
119.0,237.0,11.9406,40.6277,0.0,220.5017,-0.0021,0.0979,8.6547,213.4338,48.6947,-16.5563,0.0,0.0,3.1669,0.0019,6.0379,35.5668,11.9096
120.0,239.0,11.9305,40.619,0.0,221.0724,-0.0021,0.1023,7.7446,213.4338,48.6947,-16.5563,0.0,0.0,3.1751,0.0011,6.0408,35.567,11.8992
121.0,241.0,11.8915,40.5726,0.0,221.2607,-0.0021,0.1015,7.9096,213.4339,48.6947,-16.5563,0.0,0.0,3.1752,0.001,6.0439,35.5578,11.86
122.0,243.0,11.8863,40.5708,0.0,221.5958,-0.0021,0.103,7.6166,213.4339,48.6947,-16.5563,0.0,0.0,3.1788,0.0005,6.0452,35.5603,11.8546
123.0,245.0,11.8801,40.5652,0.0,221.9117,-0.0021,0.1011,7.9895,213.434,48.6947,-16.5562,0.0,0.0,3.1805,0.0013,6.0453,35.5597,11.8481
124.0,247.0,11.8806,40.5662,0.0,221.4219,-0.0021,0.1038,7.475,213.434,48.6947,-16.5562,0.0,0.0,3.1789,-0.0006,6.0457,35.5597,11.8484
125.0,249.0,11.8752,40.5616,0.0,221.6193,-0.0021,0.1014,7.9225,213.4341,48.6947,-16.5563,0.0,0.0,3.1774,0.0005,6.0462,35.5592,11.8426
126.0,251.0,11.8727,40.5599,0.0,222.0311,-0.0021,0.1043,7.4084,213.4341,48.6947,-16.5562,0.0,0.0,3.1806,0.0006,6.0469,35.559,11.8399
127.0,253.0,11.8668,40.5542,0.0,222.3588,-0.0021,0.1028,7.6552,213.4342,48.6947,-16.5562,0.0,0.0,3.1832,0.0007,6.0474,35.5579,11.8338
128.0,255.0,11.8649,40.553,0.0,222.5075,-0.0021,0.1048,7.2759,213.4342,48.6946,-16.5562,0.0,0.0,3.1849,0.0004,6.0478,35.558,11.8316
129.0,257.0,11.8576,40.5463,0.0,223.2687,-0.0021,0.1048,7.2786,213.4343,48.6946,-16.5562,0.0,0.0,3.1895,0.0014,6.0497,35.5575,11.8241
130.0,259.0,11.8463,40.5354,0.0,224.3961,-0.0021,0.1039,7.4356,213.4343,48.6946,-16.5562,0.0,0.0,3.198,0.0028,6.0509,35.5567,11.8125
131.0,261.0,11.8359,40.5269,0.0,224.8272,-0.0021,0.106,7.0559,213.4344,48.6946,-16.5562,0.0,0.0,3.2055,0.0014,6.0512,35.5575,11.8019
132.0,263.0,11.8348,40.5294,0.0,222.8615,-0.0021,0.103,7.626,213.4344,48.6946,-16.5562,0.0,0.0,3.1977,-0.0045,6.0508,35.56,11.8005
133.0,265.0,11.8374,40.5358,0.0,219.5039,-0.0021,0.1056,7.1239,213.4345,48.6946,-16.5562,0.0,0.0,3.1664,-0.0074,6.051,35.5628,11.8028
134.0,267.0,11.833,40.5329,0.0,216.7439,-0.0021,0.1044,7.3489,213.4345,48.6946,-16.5562,0.0,0.0,3.1342,-0.0078,6.0521,35.5634,11.7982
135.0,269.0,11.827,40.5271,0.0,216.2429,-0.0021,0.1048,7.2723,213.4345,48.6946,-16.5562,0.0,0.0,3.1198,-0.0045,6.0529,35.5625,11.7919
136.0,271.0,11.8179,40.5177,0.0,213.8856,-0.0021,0.1064,6.9629,213.4346,48.6946,-16.5562,0.0,0.0,3.0958,-0.0058,6.0529,35.5613,11.7826
137.0,273.0,11.8251,40.5297,0.0,209.3978,-0.0021,0.1028,7.6669,213.4346,48.6946,-16.5562,0.0,0.0,3.0596,-0.0117,6.0519,35.5651,11.7895
138.0,275.0,11.8302,40.5373,0.0,210.3454,-0.0021,0.1064,6.9689,213.4347,48.6945,-16.5562,0.0,0.0,3.0465,-0.0024,6.0503,35.5668,11.7944
139.0,277.0,11.8459,40.5606,0.0,211.2051,-0.0021,0.1049,7.2513,213.4347,48.6945,-16.5562,0.0,0.0,3.0467,0.0009,6.0501,35.5738,11.8097
140.0,279.0,11.8377,40.5533,0.0,211.9444,-0.0021,0.1069,6.909,213.4348,48.6945,-16.5562,0.0,0.0,3.0528,0.0013,6.0521,35.5735,11.8013
141.0,281.0,11.8178,40.5322,0.0,212.1551,-0.0021,0.106,7.0515,213.4348,48.6945,-16.5562,0.0,0.0,3.0558,0.0003,6.0559,35.5709,11.7812
142.0,283.0,11.7935,40.5059,0.0,211.0209,-0.0021,0.1073,6.8348,213.4349,48.6945,-16.5562,0.0,0.0,3.0475,-0.0021,6.0583,35.5675,11.7566
143.0,285.0,11.7708,40.4793,0.0,209.4473,-0.0021,0.1063,6.9959,213.4349,48.6945,-16.5562,0.0,0.0,3.0335,-0.0048,6.0661,35.5622,11.7337
144.0,287.0,11.7143,40.4152,0.0,208.6972,-0.0021,0.1069,6.8988,213.435,48.6945,-16.5562,0.0,0.0,3.0197,-0.0033,6.0698,35.5525,11.6771
145.0,289.0,11.6908,40.3891,0.0,210.9466,-0.0021,0.1072,6.9096,213.435,48.6945,-16.5562,0.0,0.0,3.0273,0.003,6.0719,35.5483,11.6533
146.0,291.0,11.6708,40.3671,0.0,213.9811,-0.0021,0.1064,6.9337,213.4351,48.6945,-16.5562,0.0,0.0,3.0496,0.0068,6.0756,35.5449,11.6331
147.0,293.0,11.6476,40.3412,0.0,214.4083,-0.0021,0.1079,6.7361,213.4351,48.6945,-16.5562,0.0,0.0,3.0616,0.0028,6.0798,35.5408,11.6098
148.0,295.0,11.6088,40.2983,0.0,215.8032,-0.0021,0.1078,6.7626,213.4352,48.6945,-16.5562,0.0,0.0,3.0751,0.0033,6.0825,35.5348,11.5707
149.0,297.0,11.5995,40.288,0.0,216.3341,-0.0021,0.1062,7.023,213.4352,48.6945,-16.5562,0.0,0.0,3.084,0.0016,6.0833,35.5327,11.5612
150.0,299.0,11.5935,40.2827,0.0,216.9111,-0.0021,0.1066,6.9435,213.4352,48.6944,-16.5562,0.0,0.0,3.0897,0.0016,6.0838,35.5323,11.555
151.0,301.0,11.5906,40.2804,0.0,217.4156,-0.0021,0.1072,6.9129,213.4353,48.6944,-16.5562,0.0,0.0,3.0961,0.0012,6.0838,35.5319,11.5518
